label,scope,registered_on,author,why,hypothesis,scored_on,outcome
range_filter@allow_short=0,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
range_filter@per_days=10.0,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
"range_filter@mult=2.0,per_days=50.0",us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
range_filter_macd,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
"range_filter_macd@fast_days=12.0,signal_days=9.0,slow_days=26.0",us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
range_filter_macd@per_days=10.0,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
ema_cross_sniper,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
ema_cross_sniper@allow_short=0,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
"ema_cross_sniper@fast_days=5.0,slow_days=13.0",us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
"ema_cross_sniper@fast_days=20.0,slow_days=50.0",us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
bb_outside_in,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
bb_outside_in@allow_short=0,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
bb_outside_in@bb_std=2.5,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
bb_outside_in@bb_days=50.0,us_etfs/1d,2026-08-18,conversion batch 2026-08-18,converted from a third-party TradingView Pine script / freqtrade strategy / notebook supplied 2026-08-18; never tested on this repo's universe or against a matched benchmark,"null: these are retail-forum rules fitted on one symbol and one timeframe with no benchmark, so the prior is that none clears the four gates and most lose to buy-and-hold before costs",2026-08-18,"null as hypothesised: 0 of 4 gates, IR below the noise ceiling and below an exposure-matched random control; book-level cash-matched excess CAGR negative on every rule"
